trade_date,symbol,name,market,close,pct_change,volume,amount,source,currency,asset_group
20251114,MU,美光科技,US_EQUITY,246.5887908935547,4.169656520287379,36171100.0,,Yahoo Finance / yfinance,USD,科技龙头
20251114,NVDA,英伟达,US_EQUITY,189.92776489257812,1.771389245716648,186591900.0,,Yahoo Finance / yfinance,USD,科技龙头
20251114,TSLA,特斯拉,US_EQUITY,404.3500061035156,0.5870832424868633,105506700.0,,Yahoo Finance / yfinance,USD,科技龙头
20251114,^DJI,道琼斯工业指数,US_INDEX,47147.48046875,-0.652668423073155,552330000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251114,^GSPC,标普500指数,US_INDEX,6734.10986328125,-0.05017255648851471,5042660000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251114,^IXIC,纳斯达克综合指数,US_INDEX,22900.58984375,0.13218187022914218,10841540000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251117,000660.KS,SK海力士,KR_EQUITY,604349.875,8.214274962752931,4470947.0,,Yahoo Finance / yfinance,KRW,科技龙头
20251117,000688.SH,科创50,CN_INDEX,1354.04,-0.53,1130595500.0,595.42,中证指数官网 / AKShare,点,中国科技指数
20251117,005930.KS,三星电子,KR_EQUITY,99906.546875,3.497941620794953,17192584.0,,Yahoo Finance / yfinance,KRW,科技龙头
20251117,931087.CSI,中国科技龙头,CN_INDEX,4946.06,0.06,2139529193.0,1066.6,中证指数官网 / AKShare,点,中国科技指数
20251117,AAPL,苹果,US_EQUITY,266.9639892578125,-1.8171161859606544,45018300.0,,Yahoo Finance / yfinance,USD,科技龙头
20251117,AMZN,亚马逊,US_EQUITY,232.8699951171875,-0.7754941860691922,59919000.0,,Yahoo Finance / yfinance,USD,科技龙头
20251117,DX-Y.NYB,美元指数,FX_INDEX,99.58999633789062,0.32235288168167564,0.0,,Yahoo Finance / yfinance,点,美元与利率
20251117,GOOGL,谷歌母公司,US_EQUITY,284.4634094238281,3.114943336156073,52670200.0,,Yahoo Finance / yfinance,USD,科技龙头
20251117,META,Meta,US_EQUITY,600.4483642578125,-1.2223919096258973,16501300.0,,Yahoo Finance / yfinance,USD,科技龙头
20251117,MSFT,微软,US_EQUITY,504.296142578125,-0.5272698028360612,19092800.0,,Yahoo Finance / yfinance,USD,科技龙头
20251117,MU,美光科技,US_EQUITY,241.71356201171875,-1.9770683266541633,30304400.0,,Yahoo Finance / yfinance,USD,科技龙头
20251117,NVDA,英伟达,US_EQUITY,186.3623046875,-1.8772717127981342,173628900.0,,Yahoo Finance / yfinance,USD,科技龙头
20251117,TSLA,特斯拉,US_EQUITY,408.9200134277344,1.1302107716671506,102214300.0,,Yahoo Finance / yfinance,USD,科技龙头
20251117,^DJI,道琼斯工业指数,US_INDEX,46590.23828125,-1.181912971721466,503830000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251117,^GSPC,标普500指数,US_INDEX,6672.41015625,-0.9162266176807821,5204220000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251117,^IXIC,纳斯达克综合指数,US_INDEX,22708.0703125,-0.8406749894371957,9744800000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251118,000660.KS,SK海力士,KR_EQUITY,568447.875,-5.940598564697308,3544391.0,,Yahoo Finance / yfinance,KRW,科技龙头
20251118,000688.SH,科创50,CN_INDEX,1357.93,0.29,1153598500.0,612.24,中证指数官网 / AKShare,点,中国科技指数
20251118,005930.KS,三星电子,KR_EQUITY,97125.8515625,-2.783296389954426,18684068.0,,Yahoo Finance / yfinance,KRW,科技龙头
20251118,931087.CSI,中国科技龙头,CN_INDEX,4967.48,0.43,2388185957.0,1200.07,中证指数官网 / AKShare,点,中国科技指数
20251118,AAPL,苹果,US_EQUITY,266.9440612792969,-0.007464669137968727,45677300.0,,Yahoo Finance / yfinance,USD,科技龙头
20251118,AMZN,亚马逊,US_EQUITY,222.5500030517578,-4.431653833391602,60608400.0,,Yahoo Finance / yfinance,USD,科技龙头
20251118,DX-Y.NYB,美元指数,FX_INDEX,99.55000305175781,-0.040157935137508094,0.0,,Yahoo Finance / yfinance,点,美元与利率
20251118,GOOGL,谷歌母公司,US_EQUITY,283.7248229980469,-0.2596419790078519,49158700.0,,Yahoo Finance / yfinance,USD,科技龙头
20251118,META,Meta,US_EQUITY,596.1395263671875,-0.7176034022427502,25500600.0,,Yahoo Finance / yfinance,USD,科技龙头
20251118,MSFT,微软,US_EQUITY,490.6824035644531,-2.699552478048717,33815100.0,,Yahoo Finance / yfinance,USD,科技龙头
20251118,MU,美光科技,US_EQUITY,228.27670288085938,-5.559000917874823,33843900.0,,Yahoo Finance / yfinance,USD,科技龙头
20251118,NVDA,英伟达,US_EQUITY,181.1289825439453,-2.808144142845914,213598900.0,,Yahoo Finance / yfinance,USD,科技龙头
20251118,TSLA,特斯拉,US_EQUITY,401.25,-1.8756757252943457,80688600.0,,Yahoo Finance / yfinance,USD,科技龙头
20251118,^DJI,道琼斯工业指数,US_INDEX,46091.73828125,-1.069966624748131,596360000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251118,^GSPC,标普500指数,US_INDEX,6617.31982421875,-0.8256436690967983,5159390000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251118,^IXIC,纳斯达克综合指数,US_INDEX,22432.849609375,-1.2119951159984765,8606260000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251119,000660.KS,SK海力士,KR_EQUITY,560469.6875,-1.4035037953128104,4529736.0,,Yahoo Finance / yfinance,KRW,科技龙头
20251119,000688.SH,科创50,CN_INDEX,1344.8,-0.97,900613000.0,455.05,中证指数官网 / AKShare,点,中国科技指数
20251119,005930.KS,三星电子,KR_EQUITY,95834.8125,-1.3292434936019282,18993346.0,,Yahoo Finance / yfinance,KRW,科技龙头
20251119,931087.CSI,中国科技龙头,CN_INDEX,4956.0,-0.23,1894492618.0,1010.1,中证指数官网 / AKShare,点,中国科技指数
20251119,AAPL,苹果,US_EQUITY,268.06195068359375,0.41877290655560895,40424500.0,,Yahoo Finance / yfinance,USD,科技龙头
20251119,AMZN,亚马逊,US_EQUITY,222.69000244140625,0.06290693674619874,58335600.0,,Yahoo Finance / yfinance,USD,科技龙头
20251119,DX-Y.NYB,美元指数,FX_INDEX,100.2300033569336,0.6830741178603938,0.0,,Yahoo Finance / yfinance,点,美元与利率
20251119,GOOGL,谷歌母公司,US_EQUITY,292.2381896972656,3.000571683950737,68198900.0,,Yahoo Finance / yfinance,USD,科技龙头
20251119,META,Meta,US_EQUITY,588.7886352539062,-1.2330823218646203,24744700.0,,Yahoo Finance / yfinance,USD,科技龙头
20251119,MSFT,微软,US_EQUITY,484.0543518066406,-1.3507824429130677,23245300.0,,Yahoo Finance / yfinance,USD,科技龙头
20251119,MU,美光科技,US_EQUITY,225.69921875,-1.1291052036109916,35256600.0,,Yahoo Finance / yfinance,USD,科技龙头
20251119,NVDA,英伟达,US_EQUITY,186.2823944091797,2.8451613832612743,247246400.0,,Yahoo Finance / yfinance,USD,科技龙头
20251119,TSLA,特斯拉,US_EQUITY,403.989990234375,0.6828636098130891,72047700.0,,Yahoo Finance / yfinance,USD,科技龙头
20251119,^DJI,道琼斯工业指数,US_INDEX,46138.76953125,0.10203835167381659,555370000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251119,^GSPC,标普500指数,US_INDEX,6642.16015625,0.37538357962292324,5021610000.0,,Yahoo Finance / yfinance,点,美国主要指数
20251119,^IXIC,纳斯达克综合指数,US_INDEX,22564.23046875,0.5856628188694035,8434200000.0,,Yahoo Finance / yfinance,点,美国主要指数
