trade_date,symbol,name,close,ma10w,ma20w,dev10w_pct,dev20w_pct,source
20221223,000688.SH,科创50,920.35,999.835,1018.6984999999999,-7.94981171893363,-9.654328537835266,公开指数日线计算（周五收盘/当周最后交易日）
20221230,000688.SH,科创50,959.9,999.027,1008.827,-3.9165107649743236,-4.849890020786518,公开指数日线计算（周五收盘/当周最后交易日）
20230106,000688.SH,科创50,991.1,998.765,1001.0724999999999,-0.7674477980305627,-0.9961815952390873,公开指数日线计算（周五收盘/当周最后交易日）
20230113,000688.SH,科创50,974.31,988.909,994.3655000000001,-1.4762733476993417,-2.016914303643902,公开指数日线计算（周五收盘/当周最后交易日）
20230120,000688.SH,科创50,1029.14,989.4970000000001,993.5229999999999,4.006378998622528,3.584919523755392,公开指数日线计算（周五收盘/当周最后交易日）
20230203,000688.SH,科创50,1033.87,989.6850000000001,993.7104999999999,4.464551852357035,4.041368185200822,公开指数日线计算（周五收盘/当周最后交易日）
20230210,000688.SH,科创50,1024.54,992.1400000000001,993.2484999999999,3.2656681516721298,3.1504200610421362,公开指数日线计算（周五收盘/当周最后交易日）
20230217,000688.SH,科创50,986.33,989.9590000000001,992.6390000000001,-0.3665808381963287,-0.6355784932891129,公开指数日线计算（周五收盘/当周最后交易日）
20230224,000688.SH,科创50,990.63,988.8530000000001,994.1235,0.17970315102446843,-0.3514150907809821,公开指数日线计算（周五收盘/当周最后交易日）
20230303,000688.SH,科创50,998.9,990.9069999999999,997.0994999999999,0.806634729596234,0.18057375417399602,公开指数日线计算（周五收盘/当周最后交易日）
20230310,000688.SH,科创50,993.55,998.2270000000001,999.031,-0.4685307049398735,-0.5486316240436939,公开指数日线计算（周五收盘/当周最后交易日）
20230317,000688.SH,科创50,1015.76,1003.8129999999999,1001.4200000000001,1.1901619126271745,1.4319666074174675,公开指数日线计算（周五收盘/当周最后交易日）
20230324,000688.SH,科创50,1060.99,1010.802,1004.7834999999999,4.965166273909238,5.593891619438418,公开指数日线计算（周五收盘/当周最后交易日）
